message,is_toxic,Perspective_Class,DPCNN,Strudel,Hate_Speech,Keita_Kurita,bagofcommunities
"this is a bit of shit show, not sure how to improve it",1,1,1,1,1,1,1
"Apparently not, I guess due to ADL, but added it anyway for clarity and build robustness (ADL sucks!).",1,1,0,1,0,0,1
"Wow, did we miss an obvious bug right here! What idiot LGTM'd this? :)
 
 I'm fixing this as part of another CL now.",1,1,1,1,0,1,0
"Oh, shit, you're right. Is there a less error-prone way to do this than scattering calls to ClearReportsPending throughout the function?",1,1,1,1,1,1,1
What the hell? I started writing that but then decided I didn't need to reply here after all and removed it. Stupid Gerrit....,1,1,1,1,0,1,1
These methods I'm not hugely happy w/; may change them slightly. The api for it makes consuming a bit of a pain in the ass.,1,1,1,1,1,1,0
"Again I'd ass ""margin-left"" here.",1,1,1,1,1,1,1
I did this. Jerk.,1,1,1,1,0,1,1
"I read the comment as ""o fuck, not again"" :-P",1,1,1,1,1,1,1
Computers do suck.,1,1,1,1,0,1,1
"yeah, dumb ass bug introduced in final cleanup. Fixed all outstanding issues in CL:33676",1,1,1,1,1,1,0
"I hate all the wrapping caused by using a name that long. To my eye, it makes the code really hard to read.
 
 I did it anyway, though. Jerk.",1,1,1,1,0,1,0
Nix the period to match the other list items (this is just me being anal),1,1,0,1,0,1,1
patch crap,1,1,1,1,0,1,0
"compatible_specific_boards = compatible_boards.difference(cbuildbot_config.generic_boards)
 
 Use .difference, and negatives in var names suck. :P",1,1,1,1,0,1,1
"nice; bit of a pain in the ass, but assertEquals refusal to output the two values being compared makes for loops like this require custom msgs...",1,1,1,1,1,1,1
"I missed this, huh? Crap.",1,1,1,1,0,1,0
"This returns (void *)-1 on error.
 
 Someone fix this damn APIs!",1,1,1,1,0,1,1
"Darn you, C++! ðŸ˜›
 
 Done.",1,1,0,1,0,0,0
"See you in hell, common.h!",1,1,1,1,0,1,1
Done. Sucks when you copy/paste stuff without realizing you misread one of the conditions. :),1,1,1,1,0,1,0
"ugh, damn autoserv, bringing it back.",1,1,1,1,0,1,1
fixed everywhere... too used to golang. I forgot about all the formatting bullshit in python.,1,1,1,1,0,1,1
"Oh, damn it. Now I get it. Yeah that makes sense. Ignore my comment :-)",1,1,1,1,0,0,0
"ah crap, my bad. I misread the proto docs.",1,1,1,1,0,1,0
This is a stupid bug. Fixed.,1,1,1,1,0,1,0
Same comment as in old patch (what is this? Looks like crap),1,1,1,1,0,1,0
"local; this will hang around in the env otherwise.
 
 And yes, I'm anal about keeping the env clean. ;)",1,1,0,1,0,0,1
"Crap!!
 
 So what happens is makefiles need tabs (stupid), and I have vscode to expand tabs to two spaces. I'll get this fixed up.",1,1,1,1,0,1,1
"Sure, I will do it
 and flog myself for being stupid.",1,1,1,1,0,1,1
"Oh, damn, i meant prolog of course, prolog!",1,1,1,1,0,0,0
could you add this too ? emacs sucks :p,1,1,1,1,0,1,0
Ugh. Dirty hack.,1,1,1,1,0,1,1
Remove crap.,1,1,1,1,0,1,1
"I think the way it is is marginally more efficient, because this check is not needed in case shit is above 31.",1,1,1,1,1,0,1
You liar!,1,1,1,1,0,1,1
this is clearly stupid and wrong,1,1,1,1,0,1,1
"it's an address, right? Can't it just be a %p?
 
 sorry, the PRI shit just hurts my eyes :-)",1,1,1,1,1,1,1
damnit.,1,1,1,1,0,0,1
"I am sorry, but can we not put logic into control files? They should be as simple and stupid as possible.",1,1,1,1,0,0,1
"I do, otherwise the macro thinks that it has 4 parameters. Stupid macros...",1,1,1,1,0,1,1
"As you point out, I'm being overly anal. Feel free to disregard.",1,1,1,1,0,1,1
cursed windows clipboard/done,1,1,0,1,0,0,0
"pickling frankly sucks for long term data storage; additionally, I may upstream this into repo, and there's zero chance in hell they'll go for pickling.",1,1,1,1,0,1,1
KILL IT WITH FIRE!,1,1,1,1,0,1,1
Damn you :),1,1,1,1,0,1,1
more crap u-boot code.,1,1,1,1,0,1,0
Done. Curse my cargoculting!,1,1,0,1,0,0,0
dirname/basename are for chumps!,1,1,1,1,0,0,1
dammit,1,1,1,1,0,1,0
Crap! Done.,1,1,1,1,0,1,0
"isn't; it matches the values from above. Shitty structure? Yes, blame mox however...",1,1,1,1,0,1,1
"OIC, that damn js formatter ... grrr",1,1,1,1,0,1,1
Damn.,1,1,1,1,0,1,1
Grr... darn git cl format! Fixed.,1,1,0,1,0,0,0
I will fight you with my last breath.,1,1,1,1,0,1,1
"because bash sucks (and I suck at writing bash also), it doesn't like the empty array when you run with -u.",1,1,1,1,0,1,0
"ugh, damnit. this is awful, I need to do another, this was a result of an automerge.",1,1,1,1,0,0,1
"Is it really safe to handle these IRQs now, at syscore resume time? Cocks and GPIOs may not have even been initialized yet.",1,1,0,1,0,0,1
polling kinda sucks. Could you make TopChromeSlideController take a base::RepeatingCallback ratio_observer_for_test_ and invoke it as the ratios change?,1,1,1,1,0,1,0
"not to be anal, but there was no blank line here on purpose to cuddle up the comment below since the comment is tied to the with block itself",1,1,0,1,0,0,0
this whole script sucks. it was something i hacked locally a long time ago and only now thought about adding. lemme rewrite it using the same style we have in other scripts.,1,1,1,1,0,1,0
"there are a bunch that do Foo* bar (including new code you added), but you're right our consistency in this project sucks, so you're not making it worse :)",1,1,1,1,0,1,1
"it can be ignored, although the consequences of that CONFIG_PROTECT wise may bite us in the ass to say the least.",1,1,1,1,1,0,1
then you can kill that guy.,1,1,1,1,0,1,1
"Curse you, clang-format!
 
 Done.",1,1,0,1,0,1,0
"Looks like we have this already, in libpayload's strings.h. (Don't ask me why it's called strings, though. Also, it seems to be a shitty implementation for something that should probably just use __builtin_ffs(), but that should be fixed there and not here.)",1,1,0,1,0,0,1
"Arghh, I'm such an idiot... this is off by one so I'm running at 200MHz. Will change and retest next time I get my Nyan hooked up again...",1,1,1,1,0,1,1
exact same thing as a dumb mmap,1,1,1,1,0,1,1
"Actually as of last week, this stupid capability is no longer used anywhere. You can just delete it.",1,1,1,1,0,1,1
...shut up.,1,1,1,1,0,1,1
Dammit. I hate the interface for that thing. Too prone to copy and paste error that has no visible effect. I'll fix this.,1,1,0,1,0,1,0
"Ignore this, brain fart.",1,1,1,1,0,1,1
"ah, crap
 
 one sec...",1,1,1,1,0,1,0
"why you do still have dumb map.{o, c}? delete this",1,1,1,1,0,1,1
Crap. Thank you. Fixed now.,1,1,1,1,0,1,0
"what happens if it's 09.0.2? That's a valid ebuild name (stupid, but valid)....",1,1,0,1,0,1,1
Dammit :(,1,1,1,1,0,1,0
"Crap. Well, at least we don't have a C++17 compiler yet. :(",1,1,1,1,0,1,0
This enum looks terribly useless...,1,1,0,1,0,0,0
"Ugnh, darn people not emitting XHTML. And that HTMLParser class has a really ugly API... alright, I'll concede. Thanks for trying.",1,1,0,1,0,0,0
This seems like an ugly hack... why does minute-ia not define a flag value?,1,1,0,1,0,0,1
Uck.,1,1,1,1,0,0,1
"Sorry, I suck. I should have also told you to put this in pkg_preinst()",1,1,1,1,0,1,1
patch crap needs some cleanup here,1,1,1,1,0,1,0
"ARGH. I was about to comment asking you to change this to just passing in a class-level variable, but then I realized you can't. DAMN YOU PYTHON.",1,1,1,1,0,1,0
"Wait a minute, this enum comes from the protobuf-generated code. Damn those archaic utilities... Disregard...",1,1,0,1,0,1,1
"Hah, damn it. I meant ""and I'm *not* intending to be contrary"". Sorry, the brain's not fully there right now.",1,1,1,1,0,0,1
"Yeah, MX_CPRNG_DRAW_MAX_LEN is just #define X 256, not 256u. Stupid language. Maybe the cast there is better anyway.
 
 Fixed read_len location.",1,1,0,1,0,0,1
"Crap, I forgot about this other client of test_http_server... I'll take a look.",1,1,1,1,0,1,0
Damn. I was trying to punt this onto some unsuspecting future Noogler called pprabu.,1,1,1,1,0,1,1
"Well that sucks. I changed to std::unique_ptr, but let me know if there's a better way to do this.",1,1,1,1,0,1,0
"> Stupid thing. Could you possibly do the equivalent of
 > arraysize((MinidumpSystemInfoWriter*)42)->system_info_...) instead?
 
 Good idea! But no.
 
 ../../minidump/minidump_system_info_writer.cc:199:17: error: static_assert expression is not an integral constant expression
  static_assert(arraysize(reinterpret_cast<MinidumpSystemInfoWriter*>(42)->system_info_.Cpu.X86CpuInfo.VendorId) == 3,
  ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 ../../minidump/minidump_system_info_writer.cc:199:27: note: reinterpret_cast is not allowed in a constant expression
  static_assert(arraysize(reinterpret_cast<MinidumpSystemInfoWriter*>(42)->system_info_.Cpu.X86CpuInfo.VendorId) == 3,
  ^",1,1,1,1,0,1,1
"well, this sucks
 
 each git invocation (even local, like 'git show' or whatever) will make an RPC to google to get this stupid email.
 
 I'm considering adding email support directly to LUCI_CONTEXT stuff and make it available through
 
  auth := auth.NewAuthenticator(...)
  email, err := auth.ClientEmail()
  ...
 
 Can we put this on ice until this is implemented? (it'll require some non-zero work to add the support to Swarming and auth library). Considering you'll be OOO...",1,1,1,1,0,1,0
"Exempting whatever bash voodoo Frysinger would prefer here, this is basically in line w/ what I was thinking.
 
 You need to fix your alignment here line 786, and line 786 should specifically state which directory it couldn't find (else debugging this will be a pain in the ass).",1,1,1,1,1,0,1
Darn. I can't find a yapf argument for formatting comments.,1,1,0,1,0,0,0
"goddamnit, please make it a regular multiline if >_< it will be same 3 lines, but without excessive ((()))",1,1,1,1,0,1,0
Damn. I keep confusing those.,1,1,1,1,0,0,0
Stupid thing. Could you possibly do the equivalent of arraysize((MinidumpSystemInfoWriter*)42)->system_info_...) instead?,1,1,1,1,0,1,1
i suck.,1,1,1,1,0,1,1
Shouldn't these base addresses be #defined somewhere? It's gonna be a real bitch to hunt all of these down when we port to the next SoC (HW guys love to move things around on us).,1,1,1,1,1,1,1
I guess we'll take the word SHIT out.,1,1,1,1,1,1,1
"Done
 
 damnit, you got me",1,1,1,1,0,0,0
"*sigh*... yeah, I can see why you had to do this. Stupid compiler.
 
 Still, can you please hide this (with the offsetof() calculation) inside the MUX() and PLL() macros instead of putting another register list here?",1,1,1,1,0,0,1
Yay for proper inheritance (like seeing this sort of crap get removed) :),1,1,1,1,0,0,0
actually C enums don't really check IIRC and never have. You can assign a bogus value. They're not that useful. I'm happy to get rid of this crap however.,1,1,1,1,0,0,1
Crap. Sorry about that. Done.,1,1,1,1,0,1,0
"Done.
 Damn, I argued letters before _ :)",1,1,1,1,0,0,0
"yeah, it sucks. i want to extend our gerrit libs more at some point so this will go away.",1,1,1,1,0,1,1
"I guess this is safe, I'd guess the final character will be overwritten if this is just a dumb read",1,1,1,1,0,0,0
"VS chokes on single parens because it can't differentiate from a function declaration (damn you, C++!)",1,1,1,1,0,1,1
"I canâ€™t click â€œResolvedâ€�Â� without saying anything. Gerrit, you old rascal, you.",1,1,0,1,0,1,1
Damn I forgot about that. I'm gonna fix and chump.,1,1,1,1,0,1,0
"Dammit, python.",1,1,1,1,0,1,0
"!@#$!@#$. 
 
 I did nuke it.",1,1,0,1,0,0,1
"because clang is dumb and doesn't provide its own viable libstdc++ implementation. instead, it uses gcc's.
 
 clang is also dumb in that it can't properly lookup gcc internal paths, so we have to do crap like this to work around it. imo, it'd be better if we fixed clang's internal drivers ... that'll just take more work.",1,1,1,1,0,1,1
"Ah, crap.
 
 This is non-trivial to implement efficiently given the current entity structure. I'll implement it half-assedly and warn in the doc about that.",1,1,1,1,0,1,1
"Oh, Javascript. You're the worst. :(",1,1,1,1,0,1,1
"i curse over inability to do this in Python2, too :(",1,1,0,1,0,0,0
"Just moved from another file, and I stand by my naming damnit! ;)",1,1,0,1,0,0,1
"tricky is as tricky does :)
 
 i think at some point i'll write a unittest for this sucker.",1,1,0,1,0,0,0
"Oh, damn, this doesn't work with constexpr. I am fine with any solution: remove constexpr, or remove the DCHECK.",1,1,1,1,0,0,1
"well, your code is explicitly validating that the value passes through (that's what these tests are for), thus it does matter a bit.
 
 Not likely to bite us in the ass, but should be dealt with.",1,1,1,1,1,0,1
"All the names we've thought of for this suck, unfortunately. :(",1,1,1,1,0,1,1
Damn it. How about 5?,1,1,1,1,0,0,1
"Well, DataBuffer started as a dumb POD-like class. I don't see why we can't delegate this to its destructor now...",1,1,1,1,0,1,1
how about a CHECK in the ctor instead? having WiFi::Start fail silently would suck.,1,1,1,1,0,1,1
Crap. I meant say 'check for NULL' here.,1,1,1,1,0,1,0
Darn it!,1,1,0,1,0,0,0
"dammit python... a compiled language wouldn't have allowed this
 
 thx",1,1,0,1,0,1,0
"dammit, I guessed this wouldn't work :)",1,1,0,1,0,0,0
"Done.
 Of course, excuse the brain fart :)",1,1,0,1,0,0,1
How the crap did this even compile? Done.,1,1,1,1,0,1,0
"Ah crap, sorry",1,1,1,1,0,1,0
"Oh, crap. Sorry, yes, it does.
 
 Despite the escape, I still parsed it as '0'. I'm brain dead today.",1,1,1,1,0,1,0
Apparently because I'm a moron. Nice catch. Done.,1,1,1,1,0,1,1
"D'OH! Shit, sorry... you should've told me that something broke for you. I'll fix it right away.",1,1,1,1,1,1,0
"Should be a net::Error, I'll make the change. Stupid callback signatures...",1,1,1,1,0,1,1
"Damn, forgot to delete this after the code changed during review... well, better to leave it here than to get inconsistent with ToT now I guess.",1,1,1,1,0,0,0
"damn... xcode was warning me for these, and then I got complacent I guess (probably had the wrong target selected)",1,1,0,1,0,0,1
"Like I said in IM, and probably should've just covered my ass publically... this was a quicky, uploaded so that others could sort it if there was an issue (which I expected).
 
 The logic's not fun; I'm sorting it purely because it's been left to rot instead of being fixed (long term), thus some help would be appreciated ;)",1,1,1,1,0,0,1
"our style guide not withstanding, Stop() vs stop() seems like a recipe to get bit in the ass; I've use a lowercase 'stop()' here instead of the usual capitalization.",1,1,1,1,1,0,1
